caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight,first,give,given,last,matrilineal,nick,nickname,suffix
,Reading,1921,,International League,,blau/PCQXQRP,,,,blau/blau-20161225,,player,,Dick,,Ellsworth,Hughes,,,,
,Hamilton,1921,,Michigan-Ontario League,,blau/PCQXQRP,,,,blau/blau-20161225,,player,,Dick,,Ellsworth,Hughes,,,,
,Hamilton,1922,,Michigan-Ontario League,,blau/PCQXQRP,,,,blau/blau-20161225,,player,,Dick,,Ellsworth,Hughes,,,,
,Hamilton,1922,,Michigan-Ontario League,,blau/PCQXQRP,,,,blau/blau-20161225,,player,,Dick,,Ellsworth,Hughes,,,,
,Reading,1923,,International League,,blau/PCQXQRP,,,,blau/blau-20161225,,player,,Dick,,Ellsworth,Hughes,,,,
,Kalamazoo,1923,,Michigan-Ontario League,,blau/PCQXQRP,,,,blau/blau-20161225,,player,,Dick,,Ellsworth,Hughes,,,,
,Waterbury,1926,,Eastern League,,blau/FCTKFJH,,,,blau/blau-20170108,,player,,Dick,,,Hughes,,,,
,Madison,1920,,South Dakota League,,blau/GSJJBGW,,,,blau/blau-20161225,,player,,G. B.,,G. B.,Hughes,,,,
,Bartlesville,1935,,Western Association,,blau/BBLXMQC,,,,blau/blau-20170521,,player,,Harry,,,Hughes,,,,
,Durham,1936,,Piedmont League,,blau/BBLXMQC,,,,blau/blau-20170521,,player,,Harry,,,Hughes,,,,
,Waterbury,1906,,Connecticut State League,,blau/KRVMNLX,,,,blau/blau-20170129,,player,,John,,,Hughes,,,,
,Chickasa,1921,,Western Association,,blau/TYHVLJZ,,,,blau/blau-20170521,,player,,Mickey,,,Hughes,,,,
,Henryetta,1922,,Western Association,,blau/TYHVLJZ,,,,blau/blau-20170521,,player,,Mickey,,,Hughes,,,,
,Springfield,1922,,Western Association,,blau/TYHVLJZ,,,,blau/blau-20170521,,player,,Mickey,,,Hughes,,,,
,Los Angeles,1919,,Pacific Coast League,,blau/GYYRCTZ,,,,blau/blau-20170205,,player,,Tom,,,Hughes,,,,
,Los Angeles,1920,,Pacific Coast League,,blau/GYYRCTZ,,,,blau/blau-20170205,,player,,Tom,,,Hughes,,,,
,Streator,1914,,Illinois-Missouri League,,blau/SSBNQBZ,,,,blau/blau-20180715,,player,,,,,Hughes,,Dummy,,
,Bisbee,1928,,Arizona State League,,blau/PBRVWYM,,,,blau/blau-20170521,,player,,,,,Hughes,,,,
,Grand Forks,1904,,Northern League,,blau/NHTXZNR,,,,blau/blau-20170129,,player,,,,,Hulbert,,,,
,Martinsburg,1924,,Blue Ridge League,,blau/QPWJGJN,,,,blau/blau-20170115,,player,,Dwight,,,Hulvey,,,,
,Salina,1914,,Kansas State League,,blau/LDBWKZS,,,,blau/blau-20180331,,player,,Pete,,,Humbarger,,,,
,Wellsville,1914,,Interstate League,,blau/GRDHGJC,,,,blau/blau-20180331,,player,,Art,,,Humphrey,,,,
,Columbus,1914,,American Association,,blau/LQVJXVQ,,,,blau/blau-20180331,,player,,Charles,,,Humphrey,,,,
,Richmond,1916,,International League,,blau/HZLBJLG,,,,blau/blau-20170115,,player,,Charles,,,Humphreys,,,,
,Akron,1928,,Central League,,blau/CLHSDFZ,,,,blau/blau-20170115,,player,,Charley,,Charles,Humphreys,,,,
,Newark,1915,,Buckeye League,,morris/VMFWQNG,,2B,,morris/1915Buckeye/CantonEveningRepository/45,,player,,Harley,,,Humphreys,,,,
,Albuquerque,1915,,Rio Grande Association,,morris/QCPXDPC,,IF,,morris/1915RioGrandeValley/ElPasoHerald/78,,player,,,,,Humphreys,,,,
,Waco,1924,,Texas Association,,blau/HCVTDBF,,,,blau/blau-20170521,,player,,,,,Humphreys,,Chink,,
,Albuquerque,1915,,Rio Grande Association,,morris/QPRBMZH,,,,morris/1915RioGrandeValley/AlbuquerqueJournal/3,,player,,Jimmy,,,Humphries,,,,
,Newark,1915,,Buckeye League,,morris/RNCLKVR,,,,morris/1915Buckeye/LimaNews/17,,player,,Harley,,,Humphryes,,,,
,Williamsport,1924,,New York-Pennsylvania League,,blau/LDWGMTD,,,,blau/blau-20170416,,player,,Bill,,,Hunnefield,,,,
,Portland,1925,,Pacific Coast League,,blau/LDWGMTD,,,,blau/blau-20170416,,player,,Bill,,,Hunnefield,,,,
,Newark,1915,,Buckeye League,,morris/QSHFPNL,,IF,,morris/1915Buckeye/NewarkDailyAdvocate/14,,player,,L.C.,,,Hunt,,,,
,Charlotte,1909,,Carolina Association,,blau/ZCWVCZF,,,,blau/blau-20170115,,player,,Bill,,,Hunter,,,,
,Rock Island,1910,,Illinois-Indiana-Iowa League,,blau/ZCWVCZF,,,,blau/blau-20170115,,player,,Bill,,,Hunter,,,,
,St. Louis,1921,,National League,,blau/JGLCFHW,,,,blau/blau-20170521,,player,,Herb,,,Hunter,,,,
,Greenville,1921,,South Atlantic League,,blau/JGLCFHW,,,,blau/blau-20170521,,player,,Herb,,,Hunter,,,,
,Spartanburg,1927,,South Atlantic League,,blau/YKGSLJK,,,,blau/blau-20170521,,player,,Walter,,,Hunter,,,,
,Charlotte,1928,,South Atlantic League,,blau/YKGSLJK,,,,blau/blau-20170521,,player,,Walter,,,Hunter,,,,
,Marshalltown,1914,,Central Association,,blau/CHLYBCG,,,,blau/blau-20180331,,player,,,,,Hunter,,,,
,Winston-Salem,1915,,North Carolina State League,,morris/PYMVLBH,,,,morris/1915NorthCarolinaState/TwinCityDailySentinel/25,,player,,,,,Hunter,,,,
,Jonesboro,1910,,Northeast Arkansas League,,blau/NFNBDFT,,,,blau/blau-20180715,,player,,,,,Huntington,,,,
,El Paso,1915,,Rio Grande Association,,morris/BVBDMVK,,,,morris/1915RioGrandeValley/ElPasoHerald/1,,player,,Bill,,,Hurley,,,,
,Columbia,1912,,South Atlantic League,,blau/MQPYBVT,,,,blau/blau-20180715,,player,,Jack,,J. L.,Hurley,,,,
,Charleston,1913,,South Atlantic League,,blau/MQPYBVT,,,,blau/blau-20180715,,player,,Jack,,J. L.,Hurley,,,,
,Valdosta,1914,,Georgia State League,,blau/MQPYBVT,,,,blau/blau-20180715,,player,,Jack,,J. L.,Hurley,,,,
,Portsmouth,1914,,Virginia League,,blau/MQPYBVT,,,,blau/blau-20180715,,player,,Jack,,J. L.,Hurley,,,,
,Portsmouth,1915,,Virginia League,,blau/MQPYBVT,,,,blau/blau-20180715,,player,,Jack,,J. L.,Hurley,,,,
,Poughkeepsie,1914,,Atlantic League,,blau/PRZVNSF,,,,blau/blau-20180331,,player,,Jerry,,,Hurley,,,,
,Danbury,1913,,New York-New Jersey League,,blau/WTRDCHG,,,,blau/blau-20180715,,player,,Terry,,,Hurley,,,,
,Okmulgee,1925,,Western Association,,blau/BSKCXFF,,,,blau/blau-20170521,,player,,Bob,,,Hurst,,,,
,Lincoln,1925,,Western League,,blau/BSKCXFF,,,,blau/blau-20170521,,player,,Bob,,,Hurst,,,,
,Idaho Falls,1926,,Utah-Idaho League,,blau/BSKCXFF,,,,blau/blau-20170521,,player,,Bob,,,Hurst,,,,
,Twin Falls,1927,,Utah-Idaho League,,blau/BSKCXFF,,,,blau/blau-20170521,,player,,Bob,,,Hurst,,,,
,Oakland,1928,,California State League,,blau/BSKCXFF,,,,blau/blau-20170521,,player,,Bob,,,Hurst,,,,
,Paris,1924,,Blue Grass League,,blau/ZRSSPPJ,,,,blau/blau-20170521,,player,,Don,,,Hurst,,,,
,Fort Smith,1925,,Western Association,,blau/ZRSSPPJ,,,,blau/blau-20170521,,player,,Don,,,Hurst,,,,
,Syracuse,1926,,International League,,blau/ZRSSPPJ,,,,blau/blau-20170521,,player,,Don,,,Hurst,,,,
,Lincoln,1925,,Western League,,blau/MRDRMNW,,,,blau/blau-20180331,,player,,James,,,Hurst,,,,
,Lincoln,1925,,Western League,,blau/ZYXBKWB,,,,blau/blau-20170219,,player,,Ralph,,,Hurst,,,,
,Idaho Falls,1926,,Utah-Idaho League,,blau/ZYXBKWB,,,,blau/blau-20170219,,player,,Ralph,,,Hurst,,,,
,St. Joseph,1905,,Western League,,blau/RLPKKPR,,,,blau/blau-20170115,,player,,,,,Huss,,,,
,Brooklyn,1925,,National League,,blau/JGZBQKS,,,,blau/blau-20170827,,player,,Roy,,,Hutson,,,,
,Topeka,1925,,Southwestern League,,blau/JGZBQKS,,,,blau/blau-20170827,,player,,Roy,,,Hutson,,,,
,Greensboro,1920,,Piedmont League,,blau/NVCNXMQ,,,,blau/blau-20161225,,player,,Joe,,,Huttenstine,,,,
,Saskatoon,1921,,Western Canada League,,blau/NVCNXMQ,,,,blau/blau-20161225,,player,,Joe,,,Huttenstine,,,,
,Fall River,1914,,Colonial League,,blau/TMJLWNZ,,,,blau/blau-20180331,,player,,Ralph,,,Hyatt,,,,
,Taunton,1914,,Colonial League,,blau/TMJLWNZ,,,,blau/blau-20180331,,player,,Ralph,,,Hyatt,,,,
,Pittsfield,1914,,Eastern Association,,blau/TMJLWNZ,,,,blau/blau-20180331,,player,,Ralph,,,Hyatt,,,,
,Akron,1939,,Middle Atlantic League,,blau/CMPMGGQ,,,,blau/blau-20170521,,player,,John,,,Hyder,,,,
,Allentown,1930,,Eastern League,,blau/TFPQKZZ,,,,blau/blau-20170319,,player,,Sam,,,Hyman,,,,
,Charlotte,1915,,North Carolina State League,,morris/CKSQMGM,,P,,morris/1915NorthCarolinaState/CharlotteNews/7,,player,,I. P.,,,Ingle,,,,
,Charlotte,1915,,North Carolina State League,,morris/ZDFJQQB,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/19,,player,,Paul,,,Ingle,,,,
,Henryetta,1920,,Western Association,,blau/WXHDDWS,,,,blau/blau-20170521,,player,,Lefty,,,Ingram,,,,
,Chickasa,1921,,Western Association,,blau/WXHDDWS,,,,blau/blau-20170521,,player,,Lefty,,,Ingram,,,,
,Joplin,1922,,Western Association,,blau/WXHDDWS,,,,blau/blau-20170521,,player,,Lefty,,,Ingram,,,,
,Sanford,1920,,Florida State League,,blau/TMRTPJV,,,,blau/blau-20170521,,player,,Manning,,,Inman,,,,
,Kingsport,1921,,Appalachian League,,blau/TMRTPJV,,,,blau/blau-20170521,,player,,Manning,,,Inman,,,,
,Maysville,1923,,Blue Grass League,,blau/TMRTPJV,,,,blau/blau-20170521,,player,,Manning,,,Inman,,,,
,Spartanburg,1924,,South Atlantic League,,blau/TMRTPJV,,,,blau/blau-20170521,,player,,Manning,,,Inman,,,,
,Abbeville,1925,,Carolina League,,blau/TMRTPJV,,,,blau/blau-20170521,,player,,Manning,,,Inman,,,,
,Kansas City,1924,,American Association,,blau/HDYFCTR,,,,blau/blau-20170521,,player,,,,,Inman,,,,
,Lexington,1924,,Blue Grass League,,blau/HDYFCTR,,,,blau/blau-20170521,,player,,,,,Inman,,,,
,Winston-Salem,1924,,Piedmont League,,blau/TFLSSKT,,,,blau/blau-20170521,,player,,,,,Inman,,Hawkshaw,,
,Durham,1913,,North Carolina State League,,morris/YKRXFCJ,,OF,,morris/1915NorthCarolinaState/DurhamMorningHerald/2,,player,,Crawford,,,Irby,,,,
,Durham,1914,,North Carolina State League,,morris/XDRDYSV,,OF,,morris/1915NorthCarolinaState/RandolphBulletin/1,,player,,Crawford,,,Irby,,,,
,Marshalltown,1916,,Central Association,,morris/KRPMBSK,,,,morris/General/1916DailyGateCity/23,,player,,Roy,,,Ireland,,,,
,Albuquerque,1915,,Rio Grande Association,,morris/JBJBPNV,,P,,morris/1915RioGrandeValley/ElPasoHerald/76,,player,,,,,Irion,,,,
,Ottumwa,1926,,Mississippi Valley League,,blau/ZDQPDSG,,,,blau/blau-20170521,,player,,Larry,,,Irvin,,,,
,Houston,1927,,Texas League,,blau/ZDQPDSG,,,,blau/blau-20170521,,player,,Larry,,,Irvin,,,,
,Topeka,1927,,Western League,,blau/ZDQPDSG,,,,blau/blau-20170521,,player,,Larry,,,Irvin,,,,
,Chattanooga,1928,,Southern Association,,blau/ZDQPDSG,,,,blau/blau-20170521,,player,,Larry,,,Irvin,,,,
,Rochester,1928,,International League,,blau/QVNSYYM,,,,blau/blau-20171001,,player,,Laurence,,,Irvin,,,,
,Chattanooga,1928,,Southern Association,,blau/QVNSYYM,,,,blau/blau-20171001,,player,,Laurence,,,Irvin,,,,
,Harrisburg,1913,,Kentucky-Illinois-Tennessee League,,blau/VMZXTQD,,,,blau/blau-20180521,,player,,,,,Irvin,,,,
,Hopkinsville,1914,,Kentucky-Illinois-Tennessee League,,blau/VMZXTQD,,,,blau/blau-20180521,,player,,,,,Irvin,,,,
,San Francisco,1909,,California State League,,blau/PGPKVTL,,,,blau/blau-20170115,,manager,,Charlie,,,Irwin,,,,
,St. Louis,1921,,National League,,blau/ZCKYLFX,,,,blau/blau-20170521,,player,,Walt,,,Irwin,,Lightning,,
,Durham,1921,,Piedmont League,,blau/ZCKYLFX,,,,blau/blau-20170521,,player,,Walt,,,Irwin,,Lightning,,
,Twins,1966,,Florida Instructional League,,blau/BRKRYPY,,,,blau/blau-20170416,,player,,Hank,,,Izquierdo,,,,
,Denver,1966,,Pacific Coast League,,blau/BRKRYPY,,,,blau/blau-20170416,,player,,Hank,,,Izquierdo,,,,
,Decatur,1911,,Illinois-Indiana-Iowa League,,blau/NJNJLCM,,,,blau/blau-20170115,,player,,Clarence,,,Jack,,,,
,Pekin,1911,,Illinois-Missouri League,,blau/NJNJLCM,,,,blau/blau-20170115,,player,,Clarence,,,Jack,,,,
,Burlington,1912,,Central Association,,blau/NJNJLCM,,,,blau/blau-20170115,,player,,Clarence,,,Jack,,,,
,Keokuk,1914,,Central Association,,blau/NJNJLCM,,,,blau/blau-20170115,,player,,Clarence,,,Jack,,,,
,Ottumwa,1914,,Central Association,,blau/NJNJLCM,,,,blau/blau-20170115,,player,,Clarence,,,Jack,,,,
,Abilene,1928,,West Texas League,,blau/ZDPKLTF,,,,blau/blau-20170205,,player,,Bus,,,Jackson,,,,
,Abilene,1929,,West Texas League,,blau/ZDPKLTF,,,,blau/blau-20170205,,player,,Bus,,,Jackson,,,,
,Abilene,1929,,West Texas League,,blau/MFTYZXL,,,,blau/blau-20170219,,player,,Bus,,,Jackson,,,,
,Abilene,1929,,West Texas League,,blau/WWPFNDW,,,,blau/blau-20171223,,player,,Buster,,,Jackson,,,,
,Asheville,1915,,North Carolina State League,,morris/XNMQJKJ,,C,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/10,,player,,Ed,,,Jackson,,,,
,Asheville,1922,,Western Carolina League,,blau/PZZYBSP,,,,blau/blau-20170521,,player,,Jery,,,Jackson,,,,
,Greensboro,1923,,Piedmont League,,blau/PZZYBSP,,,,blau/blau-20170521,,player,,Jery,,,Jackson,,,,
,Wilmington,1914,,Tri-State League,,blau/KQLYXFW,,,,blau/blau-20170115,,player,,Jim,,,Jackson,,,,
,Topeka,1915,,Western League,,blau/KQLYXFW,,,,blau/blau-20170115,,player,,Jim,,,Jackson,,,,
,Columbus,1915,,South Atlantic League,,morris/LKXJXDT,,P,,morris/1915SouthAtlantic/ColumbusEnquirer/4,,player,,Sheriff,,,Jackson,,,,
,Newark,1918,,International League,,blau/ZNHPWLJ,,,,blau/blau-20161225,,player,,Johnny,,,Jacobs,,,,
,Newark,1919,,International League,,blau/ZNHPWLJ,,,,blau/blau-20161225,,player,,Johnny,,,Jacobs,,,,
,Kalamazoo,1911,,Southern Michigan League,,blau/ZYBQVDV,,,,blau/blau-20170115,,player,,Beany,,,Jacobson,,,,
,St. Thomas,1912,,Canadian League,,blau/ZYBQVDV,,,,blau/blau-20170115,,player,,Beany,,,Jacobson,,,,
,Freeport,1909,,Wisconsin-Illinois League,,blau/SMRZKGY,,,,blau/blau-20170115,,player,,Elmer,,Elmer A.,Jacobson,,Ed,,
,Rockford,1910,,Illinois-Indiana-Iowa League,,blau/SMRZKGY,,,,blau/blau-20170115,,player,,Elmer,,Elmer A.,Jacobson,,Ed,,
,Aurora,1910,,Wisconsin-Illinois League,,blau/SMRZKGY,,,,blau/blau-20170115,,manager,,Elmer,,Elmer A.,Jacobson,,Ed,,
,Aurora,1910,,Wisconsin-Illinois League,,blau/SMRZKGY,,,,blau/blau-20170115,,player,,Elmer,,Elmer A.,Jacobson,,Ed,,
,Hannibal,1912,,Central Association,,blau/SMRZKGY,,,,blau/blau-20170115,,player,,Elmer,,Elmer A.,Jacobson,,Ed,,
,Freeport,1909,,Wisconsin-Illinois League,,blau/SNGFZMN,,,,blau/blau-20170115,,player,,P.,,,Jacobson,,,,
,Racine,1910,,Wisconsin-Illinois League,,blau/SNGFZMN,,,,blau/blau-20170115,,player,,P.,,,Jacobson,,,,
,Boston,1924,,American League,,blau/PTQNXCV,,,,blau/blau-20171001,,player,,Lefty,,,Jamerson,,,,
,Johnson City,1924,,Appalachian League,,blau/PTQNXCV,,,,blau/blau-20171001,,player,,Lefty,,,Jamerson,,,,
,Chattanooga,1923,,Southern Association,,blau/DCYPMFK,,,,blau/blau-20170521,,player,,Bill,,,James,,,,
,Chattanooga,1924,,Southern Association,,blau/DCYPMFK,,,,blau/blau-20170521,,player,,Bill,,,James,,,,
,Okmulgee,1926,,Western Association,,blau/NDNDQYM,,,,blau/blau-20170521,,player,,Charles,,,James,,,,
,Cumberland,1929,,Middle Atlantic League,,blau/TQSLMNG,,,,blau/blau-20170319,,player,,Charles,,,James,,Jesse,,
,Scottdale,1929,,Middle Atlantic League,,blau/TQSLMNG,,,,blau/blau-20170319,,player,,Charles,,,James,,Jesse,,
,Flint,1922,,Michigan-Ontario League,,blau/HNSYBCH,,,,blau/blau-20171001,,player,,Herb,,,James,,,,
,Victoria,1920,,Pacific Coast International League,,blau/FQDVRYY,,,,blau/blau-20161225,,player,,R. F,,R. F,James,,,,
,Elmira,1909,,New York State League,,blau/XQQCMCX,,,,blau/blau-20170115,,player,,Richard,,,James,,,,
,Lincoln,1910,,Western League,,blau/XQQCMCX,,,,blau/blau-20170115,,player,,Richard,,,James,,,,
,Pittsfield,1924,,Eastern League,,blau/THNNTFF,,,,blau/blau-20170416,,player,,Walter,,,James,,,,
,Waterloo,1904,,Iowa League,,blau/NLJPZGZ,,,,blau/blau-20170115,,player,,F.,,,Jamison,,Micky,,
,Quincy,1907,,Iowa League,,blau/NLJPZGZ,,,,blau/blau-20170115,,player,,F.,,,Jamison,,Micky,,
,Greenville,1911,,Carolina Association,,blau/BYCNPHC,,,,blau/blau-20170625,,player,,Frank,,,Jamison,,,,
,Paragould,1910,,Northeast Arkansas League,,blau/XTHRVGM,,,,blau/blau-20180715,,player,,Ray,,,Jansen,,,,
,Indianapolis,1911,,American Association,,blau/QGRLJVR,,,,blau/blau-20170625,,player,,Ray,,,Jansen,,,,
,Keokuk,1911,,Central Association,,blau/QLQLLZL,,,,blau/blau-20170115,,player,,Ray,,,Jansen,,,,
,Keokuk,1911,,Central Association,,blau/QGRLJVR,,,,blau/blau-20170625,,player,,Ray,,,Jansen,,,,
,Paragould,1911,,Northeast Arkansas League,,blau/QGRLJVR,,,,blau/blau-20170625,,player,,Ray,,,Jansen,,,,
,Wheeling,1912,,Central League,,blau/QLQLLZL,,,,blau/blau-20170115,,player,,Ray,,,Jansen,,,,
,Wilmington,1914,,Tri-State League,,blau/XYZSFXW,,,,blau/blau-20170115,,player,,Frank,,,Jarmon,,,,
,Anardarko,1912,,Oklahoma State League,,blau/TMZYZVL,,,,blau/blau-20170115,,player,,Hi,,,Jasper,,,,
,Raleigh,1915,,North Carolina State League,,morris/GPFBKBJ,,P,,morris/1915NorthCarolinaState/RaleighNewsObserver/3,,player,,Hero,,,Jaynes,,,,
,Columbia,1915,,South Atlantic League,,morris/KDFTGJF,,P,,morris/1915SouthAtlantic/ColumbiaState/242,,player,,,,,Jaynes,,,,
,Cleveland,1922,,American League,,blau/HSLSJYL,,,,blau/blau-20170521,,player,,Tex,,,Jeanes,,,,
,Coffeyville,1922,,Southwestern League,,blau/HSLSJYL,,,,blau/blau-20170521,,player,,Tex,,,Jeanes,,,,
,Blytheville,1910,,Northeast Arkansas League,,blau/HTWVWDM,,,,blau/blau-20180715,,player,,Otto,,,Jehl,,,,
,Henryetta,1922,,Western Association,,blau/MQHJXKT,,,,blau/blau-20161225,,player,,Andrew,,,Jelsma,,,,
,Nashua,1926,,New England League,,blau/CSGWZFS,,,,blau/blau-20170115,,player,,Homer,,,Jenkins,,,,
,Paris,1923,,Kentucky-Illinois-Tennessee League,,blau/SNVRWCN,,,,blau/blau-20170521,,player,,J.,,,Jenkins,,,,
,Keokuk,1913,,Central Association,,blau/KGXWPYF,,,,blau/blau-20170115,,player,,Joe,,,Jenkins,,,,
,St. Louis,1914,,American League,,blau/KGXWPYF,,,,blau/blau-20170115,,player,,Joe,,,Jenkins,,,,
,Memphis,1926,,Southern Association,,blau/HYGNZRJ,,,,blau/blau-20170625,,player,,John,,,Jenkins,,,,
,Des Moines,1928,,Western League,,blau/HYGNZRJ,,,,blau/blau-20170625,,player,,John,,,Jenkins,,,,
,Erie,1912,,Central League,,blau/XMDPHNF,,,,blau/blau-20170115,,player,,Joseph,,,Jenkins,,,,
,St. Joseph,1914,,Western League,,blau/XMDPHNF,,,,blau/blau-20170115,,player,,Joseph,,,Jenkins,,,,
,Bay City,1915,,Southern Michigan League,,blau/XMDPHNF,,,,blau/blau-20170115,,player,,Joseph,,,Jenkins,,,,
,Independence,1922,,Southwestern League,,blau/BKJYRXX,,,,blau/blau-20170521,,player,,Joseph E.,,Joseph E.,Jenkins,,,,
,Enid,1922,,Western Association,,blau/PKCVGTS,,,,blau/blau-20170521,,player,,,,,Jenkins,,,,
,Charleston,1923,,South Atlantic League,,blau/PKCVGTS,,,,blau/blau-20170521,,player,,,,,Jenkins,,,,
,Macon,1923,,South Atlantic League,,blau/PKCVGTS,,,,blau/blau-20170521,,player,,,,,Jenkins,,,,
,Yakima,1921,,Pacific Coast International League,,blau/KFFKWKW,,,,blau/blau-20170521,,player,,O.,,,Jensen,,,,
,Vancouver,1922,,Western International Leauge League,,blau/KFFKWKW,,,,blau/blau-20170521,,player,,O.,,,Jensen,,,,
,Fall River,1911,,New England League,,blau/FXPKPNM,,,,blau/blau-20170115,,player,,Willie,,,Jensen,,,,
,New Haven,1912,,Connecticut State League,,blau/FXPKPNM,,,,blau/blau-20170115,,player,,Willie,,,Jensen,,,,
,Bloomington,1915,,Illinois-Indiana-Iowa League,,blau/FXPKPNM,,,,blau/blau-20170115,,player,,Willie,,,Jensen,,,,
,Peoria,1915,,Illinois-Indiana-Iowa League,,blau/FXPKPNM,,,,blau/blau-20170115,,player,,Willie,,,Jensen,,,,
,Salt Lake City,1927,,Utah-Idaho League,,blau/WGBHNPQ,,,,blau/blau-20170521,,player,,Dan,,,Jessee,,,,
,Cleveland,1928,,American League,,blau/WGBHNPQ,,,,blau/blau-20170521,,player,,Dan,,,Jessee,,,,
,Decatur,1930,,Illinois-Indiana-Iowa League,,blau/WGBHNPQ,,,,blau/blau-20170521,,player,,Dan,,,Jessee,,,,
,Beaver Falls,1907,,Western Pennsylvania League,,blau/XSKLJMB,,,,blau/blau-20180331,,manager,,Charles E.,,Charles E.,Jewell,,,,
,Holland,1911,,Michigan State League,,blau/BKBRBJM,,,,blau/blau-20170115,,player,,H.,,Herbert,Jewell,,,,
,Ludington,1912,,Michigan State League,,blau/BKBRBJM,,,,blau/blau-20170115,,player,,H.,,Herbert,Jewell,,,,
,Ludington,1913,,Michigan State League,,blau/BKBRBJM,,,,blau/blau-20170115,,player,,H.,,Herbert,Jewell,,,,
,New Bedford,1915,,Colonial League,,blau/CWNHLXG,,,,blau/blau-20170115,,player,,Joe,,,Jiggs,,,,
,Springfield,1921,,Eastern League,,blau/VNVPNBH,,,,blau/blau-20170731,,player,,Earl,,Earl T.,Jimerson,,,,
,Dover,1923,,Eastern Shore League,,blau/NBCQZJP,,,,blau/blau-20170731,,player,,,,,Jimerson,,,,
,Long Branch Cubans,1914,,Atlantic League,,morris/YQMYLYQ,,C,,morris/1915NorthCarolinaState/CharlotteNews/6,,player,,Manuel,,,Jiminez,,,,
,Asheville,1915,,North Carolina State League,,morris/YQMYLYQ,,C,,morris/1915NorthCarolinaState/CharlotteNews/6,,player,,Manuel,,,Jiminez,,,,
,Columbus,1916,,American Association,,blau/JRZXBDX,,,,blau/blau-20170115,,manager,,Pete,,,Johns,,,,
,Wilkes-Barre,1929,,New York-Pennsylvania League,,blau/LTFNWSD,,,,blau/blau-20171001,,player,,Art,,,Johnson,,,,
,Davenport,1912,,Illinois-Indiana-Iowa League,,blau/TNCKYLW,,,,blau/blau-20180521,,player,,B. Franklyn,,B. Franklyn,Johnson,,,,
,Jacksonville,1914,,South Atlantic League,,blau/TNCKYLW,,,,blau/blau-20180521,,player,,B. Franklyn,,B. Franklyn,Johnson,,,,
,York,1927,,New York-Pennsylvania League,,blau/CVCNCKM,,,,blau/blau-20170827,,player,,Carl,,,Johnson,,,,
,Harrisburg,1928,,New York-Pennsylvania League,,blau/CVCNCKM,,,,blau/blau-20170827,,player,,Carl,,,Johnson,,,,
,Evansville,1920,,Illinois-Indiana-Iowa League,,blau/MKGPBTD,,,,blau/blau-20161225,,player,,Ed,,,Johnson,,,,
,Bloomington,1921,,Illinois-Indiana-Iowa League,,blau/MKGPBTD,,,,blau/blau-20161225,,player,,Ed,,,Johnson,,,,
,Columbia,1922,,Southern Association,,blau/MKGPBTD,,,,blau/blau-20161225,,player,,Ed,,,Johnson,,,,
,Greenville,1923,,South Atlantic League,,blau/GNQBHNV,,,,blau/blau-20180826,,player,,Ed,,,Johnson,,,,
,Greenville,1923,,Southern Association,,blau/MKGPBTD,,,,blau/blau-20161225,,player,,Ed,,,Johnson,,,,
,Greenville,1924,,South Atlantic League,,blau/GNQBHNV,,,,blau/blau-20180826,,player,,Ed,,,Johnson,,,,
,Wilkes-Barre,1929,,New York-Pennsylvania League,,blau/HXPPDFJ,,,,blau/blau-20171001,,player,,Elbert,,,Johnson,,,,
,Chicago,1912,,American League,,blau/QDSXJRN,,,,blau/blau-20180331,,player,,Ellis,,,Johnson,,,,
,Racine,1912,,Wisconsin-Illinois League,,blau/QDSXJRN,,,,blau/blau-20180331,,player,,Ellis,,,Johnson,,,,
,Springfield,1908,,Illinois-Indiana-Iowa League,,blau/BNVLMLX,,,,blau/blau-20170521,,player,,Elmer,,,Johnson,,Hickory,,
,Decatur,1911,,Illinois-Indiana-Iowa League,,blau/BNVLMLX,,,,blau/blau-20170521,,player,,Elmer,,,Johnson,,Hickory,,
,Dayton,1930,,Central League,,blau/TWGTQVQ,,,,blau/blau-20171030,,player,,Erwin,,,Johnson,,,,
,Davenport,1912,,Illinois-Indiana-Iowa League,,blau/TJWQSLK,,,,blau/blau-20170115,,player,,F.,,Franklin B.,Johnson,,,,
,Springfield,1913,,Central League,,blau/TJWQSLK,,,,blau/blau-20170115,,player,,F.,,Franklin B.,Johnson,,,,
,Salt Lake City,1913,,Union Association,,blau/TJWQSLK,,,,blau/blau-20170115,,player,,F.,,Franklin B.,Johnson,,,,
,Jacksonville,1914,,South Atlantic League,,blau/TJWQSLK,,,,blau/blau-20170115,,player,,F.,,Franklin B.,Johnson,,,,
,Omaha,1915,,Western League,,blau/TJWQSLK,,,,blau/blau-20170115,,player,,F.,,Franklin B.,Johnson,,,,
